artistName,minutesPlayed,msPlayed,tracks,month,year
The Shins,22.73435,1364061,"{'Saint Simon - 2023 Remaster', 'Phantom Limb', 'We Will Become Silhouettes - Remastered', 'New Slang - 2021 Remaster', 'Sleeping Lessons'}",10,2025
The Velvet Underground,22.201733333333333,1332104,"{'Venus In Furs', 'Pale Blue Eyes', 'Sweet Jane - Full Length Version; 2015 Remaster', 'Rock & Roll - Full Length Version; 2015 Remaster', 'Heroin'}",10,2025
IDLES,21.691766666666666,1301506,"{'War', 'Mother', 'Never Fight A Man With A Perm', 'Colossus'}",10,2025
Akira Yamaoka,21.273183333333332,1276391,"{'Promise (Reprise)', 'Promise', 'Forest'}",10,2025
The Mars Volta,21.133516666666665,1268011,{'Vermicide'},10,2025
Kanye West,18.687466666666666,1121248,"{'FML', 'Ghost Town', 'Blood On The Leaves', 'Welcome To Heartbreak'}",10,2025
Led Zeppelin,17.969983333333335,1078199,"{'Stairway to Heaven - Remaster', 'Whole Lotta Love - 1990 Remaster', ""D'yer Mak'er - Remaster""}",10,2025
Ween,17.1778,1030668,"{""Don't Get 2 Close (2 My Fantasy)"", 'She Wanted to Leave', 'Mutilated Lips', 'The Argus', ""If You Could Save Yourself (You'd Save Us All)""}",10,2025
Paramore,16.619866666666667,997192,"{'Decode', 'Misery Business'}",10,2025
The Raconteurs,16.399283333333333,983957,"{'Intimate Secretary', 'Hands', 'Steady, As She Goes', 'Broken Boy Soldier'}",10,2025
Highly Suspect,16.30075,978045,"{'My Name Is Human', 'Little One', 'Lydia', 'Bloodfeather'}",10,2025
Julian Casablancas,15.653116666666667,939187,"{'30 Minute Boyfriend', ""I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York"", 'Glass'}",10,2025
Perfume Genius,15.560416666666667,933625,"{'Wreath', 'Learning', 'Dark Parts'}",10,2025
The Kooks,15.541583333333334,932495,"{'Naive', 'Sweet Emotion', 'She Moves In Her Own Way'}",10,2025
The Voidz,14.549783333333334,872987,"{'Human Sadness', 'Where No Eagles Fly', 'Pyramid of Bones', 'The Eternal Tao', 'Permanent High School'}",10,2025
Blind Guardian,14.216383333333333,852983,"{'Harvest of Sorrow - Remastered 2007', 'A Past and Future Secret - Remastered 2007'}",10,2025
Thrice,14.045933333333334,842756,"{'The Melting Point Of Wax', 'Daedalus', 'Of Dust And Nations'}",10,2025
Alice In Chains,13.64565,818739,"{'Nutshell', 'Would? (2022 Remaster)'}",10,2025
Pixies,12.7276,763656,"{'Gouge Away', 'Where Is My Mind? - 2007 Remaster', 'Bone Machine - 2007 Remaster', 'Here Comes Your Man'}",10,2025
Phoebe Bridgers,11.489766666666666,689386,{'I Know The End'},10,2025
Pearl Jam,11.421766666666667,685306,{'Black'},10,2025
Wheatus,11.401299999999999,684078,{'Teenage Dirtbag'},10,2025
Justin Hurwitz,10.535783333333335,632147,"{'End Credits', 'The Landing', 'Houston'}",10,2025
The Last Shadow Puppets,10.23445,614067,"{'The Age Of The Understatement', 'The Meeting Place', 'My Mistakes Were Made For You'}",10,2025
Loathe,10.1346,608076,"{'Two-Way Mirror', 'Babylon...', 'Is It Really You?'}",10,2025
Silver Mt. Zion,10.047333333333334,602840,"{'Movie (Never Made)', 'Horses In The Sky'}",10,2025
Nils Frahm,10.020816666666667,601249,{'Says'},10,2025
Joy Division,9.724216666666667,583453,"{'Decades - 2007 Remaster', 'Disorder - 2007 Remaster'}",10,2025
The Parlor Mob,9.568433333333333,574106,{'When I Was an Orphan'},10,2025
The Doors,9.426966666666667,565618,"{'People Are Strange', 'Riders on the Storm'}",10,2025
The 1-800,9.097566666666667,545854,{'Lovewave'},10,2025
Sunny Day Real Estate,9.013383333333334,540803,"{'How It Feels To Be Something On', 'Pillars'}",10,2025
Matt Elliott,8.683183333333334,520991,"{'How to Kill a Rose', 'Trying to Explain', 'The Maid We Messed'}",10,2025
Clint Mansell,8.281566666666667,496894,"{'Summer Overture', 'Lux Aeterna'}",10,2025
Alvvays,7.846666666666668,470800,"{'Atop a Cake', 'The Agency Group'}",10,2025
Heatmiser,7.833333333333333,470000,"{'Half Right', 'Plainclothes Man'}",10,2025
Grimes,7.568933333333334,454136,"{'World Princess part II', 'California', 'Genesis'}",10,2025
Fleet Foxes,7.502233333333333,450134,"{""He Doesn't Know Why"", 'Mykonos'}",10,2025
Sigur Rós,7.17,430200,{'Hjartað hamast (bamm bamm bamm)'},10,2025
Viagra Boys,7.112633333333333,426758,{'In Spite of Ourselves'},10,2025
Michael Jackson,6.555116666666667,393307,{'Who Is It'},10,2025
Metallica,6.478883333333333,388733,{'Nothing Else Matters (Remastered)'},10,2025
Songs: Ohia,6.3513166666666665,381079,"{'Lioness', 'Tigress'}",10,2025
Gorillaz,6.3186,379116,"{'Every Planet We Reach Is Dead', 'Clint Eastwood'}",10,2025
The Rolling Stones,6.199566666666667,371974,"{'Paint It, Black'}",10,2025
The Family Crest,6.1977,371862,{'Beneath the Brine'},10,2025
Alcest,6.17215,370329,"{'Sapphire', ""Souvenirs d'un autre monde""}",10,2025
The Offspring,6.005333333333334,360320,"{""The Kids Aren't Alright""}",10,2025
Beck,5.722666666666667,343360,{'Debra'},10,2025
Psychedelic Porn Crumpets,5.615183333333333,336911,{'Cornflake'},10,2025
LCD Soundsystem,5.591333333333333,335480,"{""New York, I Love You but You're Bringing Me Down""}",10,2025
The Kills,5.1128,306768,{'Echo Home'},10,2025
Mike Oldfield,5.06645,303987,{'Nuclear'},10,2025
Timber Timbre,5.058216666666667,303493,{'Hot Dreams - Absolutely Free Dub Mix'},10,2025
Rammstein,5.030883333333334,301853,{'Ich tu dir weh'},10,2025
Desire,4.930283333333334,295817,{'Under Your Spell'},10,2025
Okkervil River,4.9248,295488,{'Omie Wise'},10,2025
Gregory Alan Isakov,4.921333333333333,295280,{'One of Us Cannot Be Wrong'},10,2025
Malcolm Middleton,4.856,291360,{'Ballad of Fuck All'},10,2025
The Goo Goo Dolls,4.810066666666667,288604,{'Iris'},10,2025
Provoker,4.616666666666666,277000,{'Sex With My Ex'},10,2025
Sparklehorse,4.5917666666666666,275506,"{'Heart Of Darkness', 'Piano Fire'}",10,2025
Kendrick Lamar,4.58755,275253,{'PRIDE.'},10,2025
R.E.M.,4.4737833333333334,268427,{'Losing My Religion'},10,2025
Joviale,4.473433333333333,268406,{'Dreamboat'},10,2025
The Walkmen,4.37045,262227,{'The Rat'},10,2025
Slipknot,4.210216666666667,252613,{'Duality'},10,2025
The Decemberists,4.201333333333333,252080,"{'Here I Dreamt I Was an Architect', 'Down By The Water'}",10,2025
Tsuko G.,4.182366666666667,250942,{'Deja Vu'},10,2025
AJJ,4.146216666666667,248773,{'People II: The Reckoning'},10,2025
Ex:Re,4.140883333333333,248453,{'Crushing'},10,2025
Billy Talent,4.06995,244197,{'Viking Death March'},10,2025
Band of Horses,4.065133333333333,243908,{'The Funeral'},10,2025
dave rodgers,4.06,243600,{'BEAT OF THE RISING SUN'},10,2025
Saliva,4.033166666666666,241990,{'Your Disease'},10,2025
David Bowie,4.02245,241347,{'The Man Who Sold the World - 2015 Remaster'},10,2025
Brutus VIII,4.00575,240345,{'Japanese Candy'},10,2025
Orville Peck,3.98335,239001,{'Dead of Night'},10,2025
Antwon,3.9465833333333333,236795,{'Helicopter'},10,2025
The Antlers,3.8988833333333335,233933,{'Bear'},10,2025
mewithoutYou,3.8766666666666665,232600,{'Messes Of Men'},10,2025
Dirty Art Club,3.7502,225012,{'Daysleeper'},10,2025
Sniffle Party,3.7011166666666666,222067,{'Peach Dream'},10,2025
Hover,3.6647333333333334,219884,{'Teeth'},10,2025
Carissa's Wierd,3.65,219000,{'So You Wanna Be A Superhero'},10,2025
Pretty Boy Aaron,3.59,215400,{'Comb My Hair'},10,2025
Grizzly Bear,3.5477833333333333,212867,"{'Shift - Alternate Version', 'Yet Again'}",10,2025
Spoon,3.5197833333333333,211187,{'Rhythm & Soul'},10,2025
Alex Turner,3.51755,211053,{'Stuck on the puzzle'},10,2025
Mount Eerie,3.4913333333333334,209480,"{""Woolly Mammoth's Mighty Absence""}",10,2025
Joji,3.4879,209274,{'SLOW DANCING IN THE DARK'},10,2025
alt-J,3.4459166666666667,206755,{'Nara'},10,2025
Lorien Testard,3.4,204000,{'Forgotten Battlefield - Over the Fallen'},10,2025
Coves,3.3533333333333335,201200,{'Fool for Your Face'},10,2025
Ariel Pink,3.338216666666667,200293,{'Lipstick'},10,2025
Pink Floyd,3.334033333333333,200042,"{'Time', 'Young Lust'}",10,2025
Oko Ebombo,3.30615,198369,{'Cop Killer'},10,2025
Cloud Nothings,3.2992000000000004,197952,"{'Fall In', 'Wasted Days'}",10,2025
Hollywood Undead,3.296883333333333,197813,{'Bullet'},10,2025
Cascada,3.2854,197124,{'Everytime We Touch'},10,2025
Lush,3.2248833333333335,193493,{'Ladykillers'},10,2025
Junglepussy,3.148616666666667,188917,{'Trader Joe'},10,2025
Julieta Venegas,3.1388833333333332,188333,{'Me Voy'},10,2025
Elliott Smith,3.138333333333333,188300,"{""Cupid's Trick"", 'Between the Bars', 'Son Of Sam'}",10,2025
Woodkid,3.12445,187467,{'Iron'},10,2025
Michael Cera,3.0973,185838,{'Clay Pigeons'},10,2025
Elvis Presley,3.0393333333333334,182360,"{""Can't Help Falling in Love""}",10,2025
Lolawolf,3.0374333333333334,182246,{'Whole House'},10,2025
The Dodos,2.984,179040,{'Horny Hippies'},10,2025
SpaceGhostPurrp,2.9709666666666665,178258,{'Friday (Strip Club)'},10,2025
Opal,2.941666666666667,176500,{'France'},10,2025
BONES,2.9190500000000004,175143,{'TimeshareCondominium'},10,2025
AURORA,2.9157,174942,{'Churchyard'},10,2025
Portwave,2.8878833333333334,173273,{'Shadow Lady - DePaul Remix'},10,2025
Mareux,2.820333333333333,169220,{'Nonstop Romance'},10,2025
Tanukichan,2.8188833333333334,169133,{'Like the Sun'},10,2025
Cursive,2.772666666666667,166360,{'Art Is Hard'},10,2025
French Police,2.7435666666666667,164614,{'DIET COKE'},10,2025
The Mamas & The Papas,2.7062166666666667,162373,"{""California Dreamin' - Single Version""}",10,2025
Jordana,2.5868,155208,{'Better in the Dark'},10,2025
Thom Yorke,2.57,154200,{'Suspirium'},10,2025
Blvck Ceiling,2.529333333333333,151760,{'Constant Mist'},10,2025
Okay Kaya,2.4454,146724,{'IUD'},10,2025
Eyedress,2.3856166666666665,143137,{'Manila Ice'},10,2025
Two Steps from Hell,2.23835,134301,{'Birth of a Hero (Instrumental)'},10,2025
oOoOO,2.06825,124095,{'Burnout Eyess'},10,2025
Björk,1.8564,111384,{'Venus as a Boy'},10,2025
Daniela Andrade,1.83,109800,{'Puddles'},10,2025
Sonic Youth,1.7959166666666666,107755,{'Superstar'},10,2025
dandelion hands,1.7333333333333334,104000,"{""Wren's Lullaby""}",10,2025
Broken Bells,1.66995,100197,{'Citizen'},10,2025
Megadeth,1.53415,92049,{'Symphony Of Destruction'},10,2025
Alestorm,1.5265666666666666,91594,{'Drink'},10,2025
Pixel Grip,1.4569999999999999,87420,{'Plastic Enemies'},10,2025
The Weeknd,1.4387833333333333,86327,{'Starboy'},10,2025
Ezra Furman,1.4166666666666667,85000,{'Hark! to the Music'},10,2025
Serj Tankian,1.4014666666666666,84088,{'Lie Lie Lie'},10,2025
Panchiko,1.3486,80916,{'D>E>A>T>H>M>E>T>A>L'},10,2025
Fat White Family,1.3325666666666667,79954,{'Touch the Leather Redux'},10,2025
Danger Mouse,1.1840333333333333,71042,{'Black (feat. Norah Jones)'},10,2025
Milky Chance,1.1558166666666667,69349,{'Stunner'},10,2025
Jeff Rosenstock,1.1142666666666667,66856,{'Nausea'},10,2025
Guns N' Roses,1.0319166666666666,61915,"{""Don't Cry (Original)""}",10,2025
Tierra Whack,1.0,60000,{'Hungry Hippo'},10,2025
Thomas Bergersen,0.86455,51873,{'Blackheart'},10,2025
Clara La San,0.8606,51636,{'In This Darkness'},10,2025
Poor Moon,0.8181666666666667,49090,{'Illusion'},10,2025
100 gecs,0.7881,47286,{'Hollywood Baby'},10,2025
Daron Malakian and Scars On Broadway,0.7645166666666666,45871,{'Enemy'},10,2025
Nicholas Britell,0.5576166666666666,33457,"{'Andante Con Moto - Piano and Strings - ""Vaulter""'}",10,2025
"Manchester Orchestra, Frightened Rabbit",0.42795,25677,{'Architect'},10,2025
The Libertines,0.39085,23451,"{""You're My Waterloo""}",10,2025
Arab Strap,0.25433333333333336,15260,{'The Shy Retirer'},10,2025
Linkin Park,0.17068333333333333,10241,{'Somewhere I Belong'},10,2025
Automatic,0.16233333333333333,9740,{'Strange Conversations'},10,2025
Vampire Weekend,0.14745,8847,{'Step'},10,2025
Father John Misty,0.08638333333333334,5183,"{'Hollywood Forever Cemetery Sings', 'Chateau Lobby #4 (in C for Two Virgins)', 'Holy Shit'}",10,2025
Foxygen,0.07366666666666667,4420,{'Shuggie'},10,2025
The Hush Sound,0.05516666666666667,3310,{'We Intertwined'},10,2025
Beirut,0.0286,1716,{'Scenic World'},10,2025
Kavinsky,0.026283333333333332,1577,{'Nightcall'},10,2025
The Moth & The Flame,0.026183333333333333,1571,{'Sorry'},10,2025
Young the Giant,0.023683333333333334,1421,{'Cough Syrup'},10,2025
Pavement,0.02005,1203,{'Harness Your Hopes - B-side'},10,2025
Grandaddy,0.017033333333333334,1022,{'Summer Here Kids'},10,2025
Shellac,0.0058,348,{'Prayer To God'},10,2025
Silver Jews,0.00345,207,{'The Frontier Index'},10,2025
Giles Corey,0.0002,12,{'No One Is Ever Going to Want Me'},10,2025
