trackName,artistName,minutesPlayed,msPlayed,month,year
American Motor Over Smoldered Field,Silver Mt. Zion,213.42925000000002,12805755,2,2026
BlindBlindBlind,Silver Mt. Zion,206.67406666666668,12400444,2,2026
Lazy Eyelids,Carissa's Wierd,192.83155,11569893,2,2026
'Piphany Rambler,Silver Mt. Zion,135.1163,8106978,2,2026
Chemicals,Mud Flow,110.33381666666668,6620029,2,2026
Murder And Crime,Sufjan Stevens,102.71861666666666,6163117,2,2026
The Sense of Me / Chemicals,Mud Flow,102.68378333333334,6161027,2,2026
Farewell to All These Rotten Teeth,Carissa's Wierd,85.76078333333334,5145647,2,2026
Seasick,Silversun Pickups,82.53458333333333,4952075,2,2026
Armchairs,Andrew Bird,73.69018333333334,4421411,2,2026
Welcome Home,Coheed and Cambria,68.74505,4124703,2,2026
Wake,The Antlers,68.37315,4102389,2,2026
God Bless Our Dead Marines,Silver Mt. Zion,68.34375,4100625,2,2026
Plush - 2017 Remaster,Stone Temple Pilots,67.48425,4049055,2,2026
You Are a Memory,Message To Bears,65.91693333333333,3955016,2,2026
Headlights Look Like Diamonds,Arcade Fire,63.99636666666667,3839782,2,2026
PPP,Beach House,63.36418333333334,3801851,2,2026
Mountains Made Of Steam,Silver Mt. Zion,59.07915,3544749,2,2026
Myth,Beach House,57.69253333333333,3461552,2,2026
Right Where It Belongs,Nine Inch Nails,55.889716666666665,3353383,2,2026
Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,The Smiths,55.561683333333335,3333701,2,2026
That Joke Isn't Funny Anymore,The Smiths,51.16833333333333,3070100,2,2026
Fortress,Queens of the Stone Age,49.081649999999996,2944899,2,2026
Another Love Song,Queens of the Stone Age,48.8895,2933370,2,2026
Speed Trials,Elliott Smith,48.3711,2902266,2,2026
Well I Wonder - 2011 Remaster,The Smiths,45.60055,2736033,2,2026
The Universe Is Going To Catch You,The Antlers,43.6021,2616126,2,2026
When I Was an Orphan,The Parlor Mob,43.22165,2593299,2,2026
Kissing Families,Silversun Pickups,42.27536666666666,2536522,2,2026
Asleep - 2011 Remaster,The Smiths,42.26,2535600,2,2026
Ready to Start,Arcade Fire,41.79378333333333,2507627,2,2026
Two,The Antlers,41.52715,2491629,2,2026
i think about you all the time,Deftones,41.493199999999995,2489592,2,2026
Aerials,System Of A Down,41.30441666666666,2478265,2,2026
No One Is Ever Going to Want Me,Giles Corey,41.258250000000004,2475495,2,2026
Degausser,Brand New,41.109033333333336,2466542,2,2026
Ode To The Mets,The Strokes,41.04181666666666,2462509,2,2026
Horses In The Sky,Silver Mt. Zion,39.969300000000004,2398158,2,2026
The New,Interpol,39.15103333333333,2349062,2,2026
...Like Clockwork,Queens of the Stone Age,38.91325,2334795,2,2026
On the Sea,Beach House,38.787816666666664,2327269,2,2026
Into The Hollow,Queens of the Stone Age,37.0555,2223330,2,2026
Villains of Circumstance,Queens of the Stone Age,36.9338,2216028,2,2026
Luca,Brand New,36.01115,2160669,2,2026
Layla,Derek & The Dominos,35.79363333333333,2147618,2,2026
Kettering,The Antlers,35.69963333333333,2141978,2,2026
Pillars,Sunny Day Real Estate,35.0087,2100522,2,2026
I Know It's Over - 2011 Remaster,The Smiths,34.9187,2095122,2,2026
Change (In the House of Flies),Deftones,34.53528333333333,2072117,2,2026
I'm Hibernating,The Antlers,33.41405,2004843,2,2026
Like a Stone,Audioslave,33.31811666666667,1999087,2,2026
Heart In a Cage,The Strokes,33.29128333333333,1997477,2,2026
In the Backseat,Arcade Fire,33.05016666666667,1983010,2,2026
Undone,Message To Bears,32.90976666666667,1974586,2,2026
Venus Doom,HIM,32.44815,1946889,2,2026
Melatonin,Silversun Pickups,31.814999999999998,1908900,2,2026
River In The Road,Queens of the Stone Age,31.4735,1888410,2,2026
Something - Remastered 2009,The Beatles,30.40461666666667,1824277,2,2026
Shiva,The Antlers,30.0996,1805976,2,2026
Running Joke - Non-LP Version,Queens of the Stone Age,29.53435,1772061,2,2026
Black,Pearl Jam,29.5038,1770228,2,2026
