artistName,minutesPlayed,msPlayed,tracks,month,year
Carissa's Wierd,311.03715,18662229,"{'Silently Leaving the Room', ""Brooke Daniels' Tiny Broken Fingers"", 'Lazy Eyelids', 'September Come Please Take This Heart Away - Live', ""They'll Only Miss You When You Leave"", 'All Apologies and Smiles, Yours Truely, Ugly Valentine', 'Blessed Arms That Hold You Tight, Freezing Cold and Alone', '(March 19th 1983) It Was Probably Green', 'You Should Be at Home Here', 'Blankets Stare', 'The Color That Your Eyes Changed With the Color of Your Hair', 'Drunk w/ the Only Saints I Know', 'Sympathy Bush', 'To Be There Now', 'Figure it Out', 'The Piano Song', 'The Ghost of a Dead Hummingbird Flying Around the Room', 'Sofisticated Fuck Princess Please Leave Me Alone', 'September Come Take This Heart Away', 'So You Wanna Be A Superhero', 'Phantom Fireworks', 'Blue Champagne Glass', 'Gauze', 'Farewell to All These Rotten Teeth', 'Ignorant Piece of Shit', 'Some Days are Better Than Others', ""Halfway Spoken Heart that Feels Comfort in Everything Until it Disappears and Then it's Gone"", 'Meredith & Iris'}",7,2026
The Antlers,285.5735833333333,17134415,"{'Every Night My Teeth Are Falling Out', 'Zelda', 'Epilogue', 'Sylvia', ""I'm Hibernating"", 'Stubborn Man', 'Doppelgänger', 'Shh!', 'The Carrying Arms', 'Endless Ladder', 'The Universe Is Going To Catch You', 'VCR (The xx cover)', 'Shiva', 'First Field', 'Crest', 'Intruders', 'Look!', 'Parentheses', 'Surrender', 'Rolled Together', 'Thirteen', 'Stairs to the Attic', 'Two', 'Atrophy', 'Revisited', 'Bear', 'Refuge', 'Wake', 'Kettering', 'In the Snow'}",7,2026
Queens of the Stone Age,248.99041666666668,14939425,"{'Into The Hollow', 'The Vampyre of Time and Memory', 'Domesticated Animals', 'Running Joke - Non-LP Version', 'The Blood Is Love', ""Someone's In The Wolf"", 'Era Vulgaris - Non-LP Version', ""Feet Don't Fail Me"", 'Better Living Through Chemistry', 'Villains of Circumstance', 'Misfit Love', '...Like Clockwork', 'Auto Pilot', 'The Bronze', 'Mosquito Song', ""Everybody Knows That You're Insane"", 'The Lost Art Of Keeping A Secret', 'Long Slow Goodbye', 'Another Love Song', 'I Think I Lost My Headache', 'Fortress', 'My God Is the Sun', 'Kalopsia', 'Suture Up Your Future'}",7,2026
Radiohead,155.49353333333335,9329612,"{'The Tourist', 'Lift', 'Myxomatosis', 'My Iron Lung', 'All I Need', 'Idioteque', 'I Will', 'Last Flowers', 'Where I End and You Begin', 'Just', 'Street Spirit (Fade Out)', 'Paranoid Android', 'Decks Dark', 'Let Down', '(Nice Dream)', 'Man of War', 'Creep', 'I Might Be Wrong', 'Optimistic', 'Lotus Flower', 'Bodysnatchers', 'Talk Show Host', 'House Of Cards'}",7,2026
Sufjan Stevens,153.6691,9220146,"{'My Red Little Fox', 'Fourth of July', 'Visions of Gideon', 'John My Beloved', 'All of Me Wants All of You', 'Murder And Crime', 'Mystery of Love (From the Original Motion Picture “Call Me by Your Name”)', 'Lost In The World', 'Heirloom', 'Blue Bucket of Gold', 'Drawn to the Blood - Fingerpicking Remix', 'Lady Macbeth In Chains', 'Carrie & Lowell', 'No Shade in the Shadow of The Cross', 'Enchanting Ghost', 'Sleeping Bear, Sault Ste. Marie', 'Romulus', 'The Owl And The Tanager', 'Lacrimae', ""We Won't Need Legs To Stand"", 'Exploding Whale - Doveman Remix', 'The Pillar Of Souls', 'Olympus', 'It’s Your Own Body And Mind'}",7,2026
Bright Eyes,115.28551666666667,6917131,"{'Laura Laurent', 'Old Soul Song (for the New World Order)', 'I Know You', 'A Perfect Sonnet', 'Land Locked Blues', 'Easy/Lucky/Free', 'Bowl of Oranges', 'Nothing Gets Crossed Out', 'Poison Oak', 'A Line Allows Progress, A Circle Does Not', 'Lua', 'Train Under Water', 'The Movement Of A Hand'}",7,2026
Silver Mt. Zion,111.46753333333334,6688052,"{'The Triumph Of Our Tired Eyes', 'American Motor Over Smoldered Field', 'Mountains Made Of Steam', 'BlindBlindBlind'}",7,2026
Beach House,110.85818333333333,6651491,"{'Levitation', 'PPP', 'Black Car', 'Zebra', 'On the Sea', 'Somewhere Tonight', 'Wildflower', 'Myth', 'Pink Funeral', 'Silver Soul', 'D.A.R.L.I.N.G.'}",7,2026
The Strokes,87.818,5269080,"{'What Ever Happened?', 'Why Are Sundays So Depressing', 'Selfless', 'I\'ll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side', 'Welcome To Japan', 'Call It Fate, Call It Karma', 'One Way Trigger', 'Someday', ""80's Comedown Machine"", 'Going Shopping', 'The Adults Are Talking', 'Reptilia', 'Ode To The Mets', 'Not The Same Anymore'}",7,2026
Metallica,84.54384999999999,5072631,"{'The Unforgiven (Remastered)', 'The Unforgiven II', 'The Memory Remains'}",7,2026
Giles Corey,83.7477,5024862,"{'Wounded Wolf', 'Guilt is My Boyfriend', 'Empty Churches', 'Blackest Bile', ""I'm Going to Do It"", 'Grave Filled with Books', 'Buried Above Ground', 'No One Is Ever Going to Want Me'}",7,2026
Andrew Bird,82.5455,4952730,"{'Plasticities', 'Pulaski at Night', 'Are You Serious', 'A Nervous Tic Motion of the Head to the Left', 'Armchairs', 'Left Handed Kisses', 'The Giant Of Illinois', 'Cracking Codes', 'Anonanimal'}",7,2026
Brand New,78.35528333333333,4701317,"{'Tautou', 'Daisy', 'Handcuffs', 'Degausser', 'Limousine', 'Not The Sun', 'Luca', 'Play Crack The Sky', 'Jesus Christ'}",7,2026
System Of A Down,77.52688333333333,4651613,"{""Chic 'N' Stu"", 'Question!', 'Deer Dance', 'Aerials', 'Chop Suey!', 'Toxicity', 'Spiders', 'Soldier Side', 'Lonely Day', 'Fuck the System', 'Radio/Video', 'Lost In Hollywood', 'Prison Song'}",7,2026
Sunny Day Real Estate,73.31495,4398897,"{'Pheurton Skeurto - Remastered', 'Guitar And Video Games', 'Two Promises', 'In Circles - Remastered', 'Every Shining Time You Arrive', 'Days Were Golden', 'How It Feels To Be Something On', 'Seven - Remastered', 'Pillars'}",7,2026
Elliott Smith,69.72196666666667,4183318,"{'Pictures of Me', 'Son Of Sam', 'Everything Reminds Me Of Her', 'Roman Candle', 'Speed Trials', 'Oh Well, OK', 'Sweet Adeline', ""Cupid's Trick"", 'Independence Day', 'Between the Bars', 'Pitseleh', 'Condor Ave', ""I Didn't Understand""}",7,2026
The Smashing Pumpkins,68.57193333333333,4114316,"{'Zero - Remastered 2012', 'Thru The Eyes Of Ruby - Remastered 2012', 'Muzzle - Remastered 2012', 'X.Y.U. - Remastered 2012', 'To Forgive - Remastered 2012'}",7,2026
Lera Lynn,67.52208333333333,4051325,"{'Lately - From The HBO Series True Detective / Series Finale Version', 'Same Old Song ft. Peter Bradley Adams', 'The Only Thing Worth Fighting For - From The HBO Series True Detective', 'Bobby Baby', 'My Least Favorite Life - From The HBO Series True Detective', 'Wolf Like Me ft. Shovels & Rope', 'Daydreamer (OurVinyl Sessions)', 'Standing on the Moon', 'It Only Takes One Shot - From The HBO Series True Detective', 'What Is Love ft. Dylan LeBlanc', 'For the Last Time'}",7,2026
Arcade Fire,62.46975,3748185,"{'Neighborhood #1 (Tunnels)', 'Ready to Start', 'In the Backseat', 'Headlights Look Like Diamonds', 'Speaking in Tongues (feat. David Byrne)'}",7,2026
HIM,62.02103333333333,3721262,"{'Venus Doom', 'Bury Me Deep Inside Your Heart', 'When Love And Death Embrace', ""It's All Tears - Drown In This Love"", 'For You - Intro', 'Heaven Tonight'}",7,2026
Silversun Pickups,60.27771666666666,3616663,"{'Melatonin', 'Seasick', 'Stillness (Way Beyond)'}",7,2026
