artistName,minutesPlayed,msPlayed,tracks,month,year
Weezer,44.08571666666667,2645143,"{'You Gave Your Love To Me Softly', 'Tragic Girl', 'Do You Wanna Get High?', 'Butterfly', 'Why Bother?', 'I Just Threw Out The Love Of My Dreams'}",2,2026
The Parlor Mob,43.22165,2593299,{'When I Was an Orphan'},2,2026
Audioslave,39.54245,2372547,"{'What You Are', 'Show Me How to Live', 'Like a Stone'}",2,2026
The Beatles,39.363033333333334,2361782,"{'Yesterday - Remastered 2009', 'Something - Remastered 2009', 'I Me Mine - Remastered 2009', 'You Never Give Me Your Money - Remastered 2009'}",2,2026
Sabrina Carpenter,38.418733333333336,2305124,"{'Bed Chem', 'Tears', 'Busy Woman', 'because i liked a boy', 'Such A Funny Way', 'Juno', 'Please Please Please', 'Feather', 'When Did You Get Hot?', 'Nobody’s Son', 'Nonsense', 'Taste'}",2,2026
Band of Horses,36.54423333333333,2192654,"{'Is There A Ghost', 'Our Swords', 'I Go to the Barn Because I Like The', 'Wicked Gil'}",2,2026
The Microphones,36.39266666666666,2183560,"{'I Want Wind to Blow', 'The Glow, Pt. 2', 'I Felt Your Shape', 'Headless Horseman', 'Big Black Cloud'}",2,2026
Derek & The Dominos,36.21308333333334,2172785,"{'Layla', 'Bell Bottom Blues'}",2,2026
Lera Lynn,34.91466666666667,2094880,"{'Lately - From The HBO Series True Detective', 'The Only Thing Worth Fighting For - From The HBO Series True Detective', 'My Least Favorite Life - From The HBO Series True Detective', 'Bobby Baby', 'Wolf Like Me ft. Shovels & Rope', 'It Only Takes One Shot - From The HBO Series True Detective'}",2,2026
Rush,34.22488333333333,2053493,"{'The Spirit Of Radio', 'Limelight', 'Tom Sawyer', 'Closer To The Heart'}",2,2026
Arctic Monkeys,31.8797,1912782,"{'Love is a Laserquest', 'Crying Lightning', 'Only Ones Who Know', 'Tranquility Base Hotel & Casino', 'Cornerstone'}",2,2026
Perfume Genius,31.844016666666665,1910641,"{'Lookout, Lookout', 'AWOL Marine', 'Normal Song', 'Learning', 'Dark Parts'}",2,2026
Spiritualized,30.04375,1802625,"{'Ladies and gentlemen we are floating in space', 'Broken Heart'}",2,2026
Pearl Jam,29.5038,1770228,{'Black'},2,2026
MGMT,27.13335,1628001,"{'When You Die', ""When You're Small"", 'TSLAMP'}",2,2026
Car Seat Headrest,23.25135,1395081,{'Vincent'},2,2026
The Dear Hunter,23.186,1391160,{'Is There Anybody Here?'},2,2026
The Voidz,21.639633333333332,1298378,"{'Human Sadness', 'Leave It In My Dreams', 'Where No Eagles Fly', 'Did My Best'}",2,2026
Jeff Buckley,21.314883333333334,1278893,"{'So Real', 'Mojo Pin', 'Dream Brother', 'Grace'}",2,2026
Blonde Redhead,20.639916666666664,1238395,"{'Equus', 'Messenger'}",2,2026
My Chemical Romance,20.01686666666667,1201012,"{'Helena', 'The Jetset Life Is Gonna Kill You', 'Demolition Lovers', 'The Ghost of You'}",2,2026
