trackName,artistName,minutesPlayed,msPlayed,month,year
Radio/Video,System Of A Down,507.81981666666667,30469189,10,2025
Aerials,System Of A Down,234.38338333333334,14063003,10,2025
i think about you all the time,Deftones,233.98895,14039337,10,2025
Toxicity,System Of A Down,167.19135,10031481,10,2025
Join Me In Death,HIM,159.77491666666668,9586495,10,2025
Optimistic,Radiohead,144.20556666666667,8652334,10,2025
Protect The Land,System Of A Down,137.37290000000002,8242374,10,2025
Sextape,Deftones,122.3913,7343478,10,2025
Yes I'm Changing,Tame Impala,116.16441666666665,6969865,10,2025
Lost In Hollywood,System Of A Down,103.91538333333334,6234923,10,2025
Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,The Smiths,96.43146666666667,5785888,10,2025
I Know It's Over - 2011 Remaster,The Smiths,90.68546666666667,5441128,10,2025
Roulette,System Of A Down,87.68583333333333,5261150,10,2025
God Is In The Radio,Queens of the Stone Age,81.6911,4901466,10,2025
Lonely Day,System Of A Down,81.41573333333334,4884944,10,2025
I Live for You - 2014 Remaster,George Harrison,78.0006,4680036,10,2025
Carry the Zero,Built To Spill,76.28393333333334,4577036,10,2025
Barely Legal,The Strokes,55.94265,3356559,10,2025
"Of Moons, Birds & Monsters",MGMT,52.891733333333335,3173504,10,2025
Voyager,Daft Punk,52.6615,3159690,10,2025
Dramamine,Modest Mouse,51.33351666666667,3080011,10,2025
B.Y.O.B.,System Of A Down,46.55178333333333,2793107,10,2025
Half Light I,Arcade Fire,45.356366666666666,2721382,10,2025
Little Heathen,Pleasure Nature,41.12521666666667,2467513,10,2025
You Know You're Right,Nirvana,40.06471666666667,2403883,10,2025
Blue Orchid,The White Stripes,39.91511666666666,2394907,10,2025
Common Reactor,Silversun Pickups,39.4771,2368626,10,2025
Soldier Side,System Of A Down,39.36786666666667,2362072,10,2025
I Appear Missing,Queens of the Stone Age,36.222366666666666,2173342,10,2025
...Like Clockwork,Queens of the Stone Age,34.254616666666664,2055277,10,2025
Seasick,Silversun Pickups,33.83063333333334,2029838,10,2025
Chop Suey!,System Of A Down,32.98478333333333,1979087,10,2025
Hypnotize,System Of A Down,32.074,1924440,10,2025
Night Ride,The Growlers,29.610300000000002,1776618,10,2025
Smooth Sailing,Queens of the Stone Age,29.15545,1749327,10,2025
Heaven and Hell - 2008 Remaster,Black Sabbath,27.963700000000003,1677822,10,2025
I Sat by the Ocean,Queens of the Stone Age,27.543533333333333,1652612,10,2025
No More Tears,Ozzy Osbourne,27.38545,1643127,10,2025
ATWA,System Of A Down,26.440616666666664,1586437,10,2025
Deep Blue,Arcade Fire,25.762066666666666,1545724,10,2025
The Vampyre of Time and Memory,Queens of the Stone Age,23.083966666666665,1385038,10,2025
King Rat,Modest Mouse,22.034666666666666,1322080,10,2025
Holy Mountains,System Of A Down,21.924466666666667,1315468,10,2025
Armchairs,Andrew Bird,21.136650000000003,1268199,10,2025
Vermicide,The Mars Volta,21.133516666666665,1268011,10,2025
Mr. Jack,System Of A Down,20.80225,1248135,10,2025
Bigmouth Strikes Again - 2011 Remaster,The Smiths,19.9592,1197552,10,2025
Across The Universe - Remastered 2009,The Beatles,18.946083333333334,1136765,10,2025
Trying Your Luck,The Strokes,18.2812,1096872,10,2025
Hallowed Be Thy Name (2015 Remaster),Iron Maiden,17.992800000000003,1079568,10,2025
Prison Song,System Of A Down,17.78025,1066815,10,2025
Ready to Start,Arcade Fire,17.015733333333333,1020944,10,2025
Spiders,System Of A Down,16.191533333333332,971492,10,2025
Walk in the Park,Beach House,16.137999999999998,968280,10,2025
Promise (Reprise),Akira Yamaoka,16.127016666666666,967621,10,2025
Vincent,Car Seat Headrest,15.5009,930054,10,2025
Question!,System Of A Down,15.4482,926892,10,2025
Soil,System Of A Down,15.212966666666667,912778,10,2025
Be Quiet and Drive (Far Away),Deftones,14.98835,899301,10,2025
Deer Dance,System Of A Down,14.57775,874665,10,2025
When the Sun Hits,Slowdive,14.292933333333334,857576,10,2025
Cold Cold Cold,Cage The Elephant,14.292466666666666,857548,10,2025
Violent Pornography,System Of A Down,14.088866666666666,845332,10,2025
Innervision,System Of A Down,13.432183333333333,805931,10,2025
Beach Life-In-Death,Car Seat Headrest,13.31155,798693,10,2025
Decode,Paramore,13.094533333333333,785672,10,2025
The World Has Turned And Left Me Here,Weezer,12.97335,778401,10,2025
Nutshell,Alice In Chains,12.967433333333334,778046,10,2025
Genocidal Humanoidz,System Of A Down,12.940583333333333,776435,10,2025
Get Back - Remastered 2009,The Beatles,12.623583333333332,757415,10,2025
Only In Dreams,Weezer,12.380266666666667,742816,10,2025
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,12.22935,733761,10,2025
Sugar,System Of A Down,12.103533333333335,726212,10,2025
The Ghost of You,My Chemical Romance,11.655166666666666,699310,10,2025
Alison,Slowdive,11.54935,692961,10,2025
I Know The End,Phoebe Bridgers,11.489766666666666,689386,10,2025
Black,Pearl Jam,11.421766666666667,685306,10,2025
Teenage Dirtbag,Wheatus,11.401299999999999,684078,10,2025
Colossus,IDLES,11.3013,678078,10,2025
Suggestions,System Of A Down,11.159383333333334,669563,10,2025
Into The Hollow,Queens of the Stone Age,11.11665,666999,10,2025
Vicinity Of Obscenity,System Of A Down,11.089366666666667,665362,10,2025
Cigaro,System Of A Down,10.975583333333335,658535,10,2025
Know,System Of A Down,10.96325,657795,10,2025
War?,System Of A Down,10.699383333333333,641963,10,2025
I Just Threw Out The Love Of My Dreams,Weezer,10.530666666666667,631840,10,2025
On the Sea,Beach House,10.507066666666667,630424,10,2025
Jesus of Suburbia,Green Day,10.296783333333332,617807,10,2025
